result_type,model,surface,benchmark_or_pack,domain_or_task,runs,passed,pass_rate,available,wall_duration_ms,failure_class_or_modes,source_file,notes
operation_domain,qwen2.5-coder:7b,ollama_http,operations_first_pack_2026-06-07,market_forecasting_backtest,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen2.5-coder:7b,ollama_http,operations_first_pack_2026-06-07,memory_context_management,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen2.5-coder:7b,ollama_http,operations_first_pack_2026-06-07,model_to_model_orchestration,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen2.5-coder:7b,ollama_http,operations_first_pack_2026-06-07,multi_agent_decomposition,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen2.5-coder:7b,ollama_http,operations_first_pack_2026-06-07,public_content_law,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen2.5-coder:7b,ollama_http,operations_first_pack_2026-06-07,regex_pattern_creation,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen2.5-coder:7b,ollama_http,operations_first_pack_2026-06-07,role_based_task_execution,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_overall,qwen3.5:9b,ollama_http,operations_first_pack_2026-06-07,all_operation_domains,13,0,0.0,,55169.6,"{""json_parse_error"": 1, ""validator_failure"": 12}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Strict one-trial operation fixture matrix; route only where validators pass.
operation_domain,qwen3.5:9b,ollama_http,operations_first_pack_2026-06-07,compliance_policy,1,0,0.0,,46823.5,"{""validator_failure"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3.5:9b,ollama_http,operations_first_pack_2026-06-07,computer_control_app_use,1,0,0.0,,57507.1,"{""validator_failure"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3.5:9b,ollama_http,operations_first_pack_2026-06-07,conceptualization_strategy,1,0,0.0,,63655.8,"{""validator_failure"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3.5:9b,ollama_http,operations_first_pack_2026-06-07,data_analytics_kpi_diagnostics,1,0,0.0,,34912.8,"{""validator_failure"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3.5:9b,ollama_http,operations_first_pack_2026-06-07,financial_operations,1,0,0.0,,49190.7,"{""validator_failure"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3.5:9b,ollama_http,operations_first_pack_2026-06-07,full_business_operations,1,0,0.0,,78756.7,"{""validator_failure"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3.5:9b,ollama_http,operations_first_pack_2026-06-07,market_forecasting_backtest,1,0,0.0,,70968.0,"{""validator_failure"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3.5:9b,ollama_http,operations_first_pack_2026-06-07,memory_context_management,1,0,0.0,,36991.9,"{""validator_failure"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3.5:9b,ollama_http,operations_first_pack_2026-06-07,model_to_model_orchestration,1,0,0.0,,33384.5,"{""validator_failure"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3.5:9b,ollama_http,operations_first_pack_2026-06-07,multi_agent_decomposition,1,0,0.0,,62181.3,"{""validator_failure"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3.5:9b,ollama_http,operations_first_pack_2026-06-07,public_content_law,1,0,0.0,,27466.8,"{""validator_failure"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3.5:9b,ollama_http,operations_first_pack_2026-06-07,regex_pattern_creation,1,0,0.0,,81803.8,"{""validator_failure"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3.5:9b,ollama_http,operations_first_pack_2026-06-07,role_based_task_execution,1,0,0.0,,73561.3,"{""json_parse_error"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_overall,qwen3:8b,ollama_http,operations_first_pack_2026-06-07,all_operation_domains,13,0,0.0,,,"{""unavailable_or_timeout"": 13}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Strict one-trial operation fixture matrix; route only where validators pass.
operation_domain,qwen3:8b,ollama_http,operations_first_pack_2026-06-07,compliance_policy,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3:8b,ollama_http,operations_first_pack_2026-06-07,computer_control_app_use,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3:8b,ollama_http,operations_first_pack_2026-06-07,conceptualization_strategy,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3:8b,ollama_http,operations_first_pack_2026-06-07,data_analytics_kpi_diagnostics,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3:8b,ollama_http,operations_first_pack_2026-06-07,financial_operations,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3:8b,ollama_http,operations_first_pack_2026-06-07,full_business_operations,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3:8b,ollama_http,operations_first_pack_2026-06-07,market_forecasting_backtest,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3:8b,ollama_http,operations_first_pack_2026-06-07,memory_context_management,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3:8b,ollama_http,operations_first_pack_2026-06-07,model_to_model_orchestration,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3:8b,ollama_http,operations_first_pack_2026-06-07,multi_agent_decomposition,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3:8b,ollama_http,operations_first_pack_2026-06-07,public_content_law,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3:8b,ollama_http,operations_first_pack_2026-06-07,regex_pattern_creation,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
operation_domain,qwen3:8b,ollama_http,operations_first_pack_2026-06-07,role_based_task_execution,1,0,0.0,,,"{""unavailable_or_timeout"": 1}",C:\Users\Couch\Documents\Claude\Projects\Home of Claude - MSI Auto Project\orchestrator_contracts\local_model_operation_scores_2026-06-07.json,Domain score from deterministic fixture validator.
